text,date,source
@neVerAl0nely @prabowo @gibran_tweet kurang sat set. Entah kenapa seperti tersandera beberapa kepentingan internal (politik/non-politik). Yg sat set hanya makan gratis saja. Yg lain masih para-para .,2025-01-22 03:44:24+00:00,kaggle
@AhmadFuady01 @kompascom Coba AQ nanya @kompascom ..program yg mana ? EMG nya Prabowo Gibran sudah jalankan program apa ? Makan bergizi gratis ? Masih pada kebingungan nyari dana tuh ..,2025-01-22 03:56:54+00:00,kaggle
Wapres Gibran: Makan Bergizi Gratis Upaya Pemerintah Tingkatkan Kualitas Hidup Rakyat https://t.co/VSSEVbfuLm,2025-01-22 04:00:01+00:00,kaggle
@StefanAntonio__ @bumbelbi1999 Mending buat makan siang gratis y..... Anggaran malah dr ngutang..... Prabowo gak bisa kerja....,2025-01-22 04:03:56+00:00,kaggle
berikut: BIKIN SISWA MUNTAH-MUNTAH !! TERBONGKAR MENU MAKAN BERGIZI GRATIS PRABOWO-GIBRAN BUSUK DAN BASI Pemeriksa Fakta Menelusuri kebenaran klaim dengan memasukkan kata kunci menu makan siang gratis bikin siswa muntah ke mesin pencarian Google. Hasilnya tidak ditemukan,2025-01-22 04:31:51+00:00,kaggle
selamat siang pak presiden @prabowo . selamat makan siang. saya punya masukan untuk pak presiden minimal seminggu sekali saat rapat kabinet anggaran makanya sama seperti buget makan siang gratis untuk anak sekolah.. ok pak.. min @Gerindra .?,2025-01-22 05:24:09+00:00,kaggle
@AiraNtieReal @prabowo @Gerindra Situ klo tau nama dan alamat lengkapnya tinggal infokan ke kepala daerah tempat dimana anak itu berada. Jangan menihilkan manfaat makan siang gratis. Sekolahpun sudah gratis tinggal situ turut serta membantu.,2025-01-22 05:48:26+00:00,kaggle
@zy_zy_lestary 16% itu tidak suka jika anak sekolah diberikan makan siang oleh Prabowo dan Gibran 16% hanya ingin memberikan internet gratis agar semua anak sekolah bisa nonton bokep Miyabi dll.,2025-01-22 06:19:28+00:00,kaggle
Wapres Gibran Tegaskan Makan Bergizi Gratis Investasi untuk Masa Depan #news #viral #fyp https://t.co/OCYMVLwK8g,2025-01-22 07:16:00+00:00,kaggle
@wahyu_bewe @NouraFayruz @Franken_blues @gibran_tweet Lha tolol!! MBG kan ada satgasnya kemana? Program presiden emang hanya makan gratis doang? Hahaha... Program paling berat pemerintah saat ini yah itu mencerdaskan penyembah Mulyono yang terpapar virus fufufafa,2025-01-22 07:23:43+00:00,kaggle
Gagal di awal nggak bikin @prabowo mundur. Justru makin semangat perbaiki program Makan Bergizi Gratis ini. @jokowi @gibran_tweet @gsn_id_official @bengkeldodo @tijabar @msaid_didu https://t.co/Vpyo6eAOH8 https://t.co/Nrb9BHLXBq,2025-01-22 07:55:39+00:00,kaggle
Meski pakai dana pribadi jadi sorotan @prabowo tetap fokus tuntaskan misi makan bergizi gratis buat rakyat. Inspiratif banget! Misi lawan stunting nggak main-main. @gibran_tweet @gsn_id_official @BANGSAygSUJUD @Zay34562 @zy_zy_lestary https://t.co/DeCuLoU2cF https://t.co/3uQsfVidTA,2025-01-22 08:17:49+00:00,kaggle
@jehaes_ member homeschooling dapet makan gratis ga @gibran_tweet ?,2025-01-22 08:22:53+00:00,kaggle
@JhonSitorus_18 Coba tanya anak SMA tentang kinerja Prabowo. Paling jawabannya : Wo mana makan siang gratis nya wo? Kok nggak ada disekolah saya. Kita Gen Milenial aja masih nyebut Pak lah tuh bocil pada berani manggil wo. Kalau kinerja bagus anak kecil juga bakal segan.,2025-01-22 09:32:17+00:00,kaggle
Program Makan Bergizi Gratis (MBG) telah dilaksanakan secara serentak di seluruh Indonesia sejak dua pekan lalu. Salah satu daerah yang menerima program ini di Kabupaten Sugapa Intan Jaya Papua Tengah. #prabowo #gibran #pemerintah #indonesia #indonesiamaju #menujuindonesiamaju https://t.co/bmF1BKpeza,2025-01-22 09:35:30+00:00,kaggle
Makan siang gratis aja masih banyak evaluasi apalagi program 3 juta rumah menurut kalian realistis gak sih program Presiden Prabowo ini?,2025-01-22 09:55:25+00:00,kaggle
Makan Bergizi Gratis (MBG) menjadi salah satu program prioritas yang digagas oleh Presiden Prabowo Subianto dan Wakil Presiden Gibran Rakabuming Raka. Program ini dikelola langsung oleh Badan Gizi Nasional (BGN) melalui Satuan Pelaksana Program Gizi (SPPG).,2025-01-22 10:38:42+00:00,kaggle
@dontgoawayy_ @prabowo waw kren sekali. km dom mana? tutor dpt makan siang gratis kek gt dong bangg,2025-01-22 11:12:20+00:00,kaggle
@prabowo Saran saya untuk urusan makan gratis siswa dan santri baiknya tiap jumat siang saja. Programnya jumat berkah. Atau bisa dua pekan sekali. Biar tertata dengan baik dan teratur serta maksimal,2025-01-22 11:41:51+00:00,kaggle
WADUH ... APALAGI NIH .... MAKAN GRATIS DARI UTANGAN CHINO KOK ANCAM2 ... ‍ Heboh Orang Tua Siswa Diminta Iuran Rp 2 65 Juta Untuk Makan Siang Gratis Guru KLIK https://t.co/Ap1Yu7iXzj https://t.co/wgzrIlfe8p #menembusbatas #makangratis @prabowo #ancaman https://t.co/xwrlquo3FQ,2025-01-22 11:50:33+00:00,kaggle
@BosPurwa @Fahrihamzah @prabowo Ndobos kabeh. Makan siang aja gak gratis apalagi rumah.... Prett lah.,2025-01-22 12:08:17+00:00,kaggle
@aromapetrikorr @gibran_tweet wapres nya lg sibuk ke sklh2 cek makan gratis kakk,2025-01-22 12:18:17+00:00,kaggle
@Mdy_Asmara1701 duit makan siang gratis lu pake buat gaji mereka ajaa @prabowo,2025-01-22 13:47:24+00:00,kaggle
tadi siang gue company visit ke salah satu pabrik susu di sukabumi. pas lagi ngeliatin mesin2 muter factory gallery ada ruangan yang dibiarin kosong gak ada mesinnya. gua baru aja nengok tiba-tiba pemandunya nyaut menggelegar. KALIAN TAU SUSU MAKAN GRATIS PAK PRABOWO?,2025-01-22 14:03:42+00:00,kaggle
makan siang gratis dr bunda ana terima kasih bunda ana tidak terima kasih prabowo https://t.co/EpNkUsosPG,2025-01-22 14:48:38+00:00,kaggle
@Muhikhsan52 @sugondese6666 @LembagaKERIS Syukur Pak Prabowo rela relain program makan siang gratis Biar generasi pengganti elu mikirnya jernih.. Beli alutsista skaliam investasi dan ada value addednya Daripada hanya NYICIL...tot sampah,2025-01-22 17:41:58+00:00,kaggle
@aromapetrikorr @gibran_tweet Kocaak lagi sibuk kerja ( bagi2 susu dan liat makan gratis),2025-01-22 18:58:19+00:00,kaggle
@YourAnonVD @jokowi Khan udah dibilang guoblok dikasih tau malah pada ngeyel. Kejadian Khan. Mampus loe akhirnya bener menurut pak prabowo thn 2030 NKRI akan hancur oleh rakyatnya sendiri krn tidak percaya bahwa Oligarki berkuasa. Demi makan siang gratis dan kekuasaan anaknya aset dijual,2025-01-22 20:19:35+00:00,kaggle
@zy_zy_lestary Saya pendukung @jokowi dan @prabowo . Tp saya jg tdk setuju dgn makan siang gratis ken 1 anak2 sikaya tdk butuh makan gratis. 2 alan terjadi mubazir kususnya diperkotaam krn blm tentu menunya cocok dgn selera anak2. Lbh tepat kalo uangnya dibamtukam ortu yg miskin.,2025-01-22 23:20:18+00:00,kaggle
@prabowo peep this for Makan Siang Gratis,2025-01-23 01:09:12+00:00,kaggle
@bengkeldodo @prabowo @gibran_tweet @mas_veel @xquitavee @XiaoMei_99 @Minietweets_ @mimih6mei @AlmaghribiS @romoatheist @temanduit @McPepes_AI @MakeItAQuote Kinerja si gibran selama ini apa ya selain keliling liat makan gratis....,2025-01-23 01:14:44+00:00,kaggle
@DedynurPalakka Karena Prabowo-Gibran dianggap punya gebrakan lebih dibanding pendahulu makan gratis salahsatunya. Wajar kepuasan tinggi. Beda cerita walikota surabaya cek beberapa referensi walikota saat ini tingkat kepuasan tinggi namun lebih rendah dibanding walikota sebelumnya.,2025-01-23 01:48:59+00:00,kaggle
Forum Pemred SMSI Dukung Program Makan Bergizi Gratis Prabowo-Gibran https://t.co/FR2L9wWGBN,2025-01-23 02:30:02+00:00,kaggle
Prabowo &amp;gibran dan kabinet merah putih ini kerjaan anda ngaku ngaku ikut ikutan buat fitnah sipat iri dengki adu domba merusak kinerja orang lain buat makan gratis gizi gratis nanti kalauk saya bongkar semua malu anda dasar penipu pemalsu kinerja orang lain HMM https://t.co/V8mcEYFNlv,2025-01-23 02:51:31+00:00,kaggle
Bank Indonesia mendukung program Prabowo dan Gibran dengan pembelian SBN di pasar sekunder. Fokus pada program Makan Bergizi Gratis untuk perekonomian. https://t.co/LIpzwI2qsR,2025-01-23 02:57:17+00:00,kaggle
@Ndons_Back @prabowo @are_inismyname @florieliciouss @BANGSAygSUJUD @99propaganda @Kimberley_PS08 @DarekaRendy @IrawanRommi @jatmiko99604253 Uangnya semua untuk makan siang gratis...,2025-01-23 03:21:43+00:00,kaggle
100 Hari Kerja Gibran: Blusukan Bagi Bansos Cek Makan Bergizi Gratis hingga Bikin Lapor Mas Wapres https://t.co/tjrX6cpubG,2025-01-23 03:30:00+00:00,kaggle
@TheRingOfFire7 @prabowo Kan apapun masalah dan gebrakannya Makan siang gratis adalah jawabannya,2025-01-23 04:34:37+00:00,kaggle
@prabowo Program ini ada baiknya dan ada tidak baiknya bagi rakyat.. Baik nya rakyat sangat terbantu dgn makan siang gratis ini Tidak baiknya rakyat jadi makin pemalas.,2025-01-23 04:41:58+00:00,kaggle
Makan siang gratis alakadarnya persiapan pemerintahan @prabowo Beda lagi klo buat makan siang presiden wapres menteri staffsus dan jubirnya mana cukup 10k ! Buat ojol cukup beli gorengan ( 4 ),2025-01-23 05:29:57+00:00,kaggle
Forum Pemred SMSI Dukung Program Makan Bergizi Gratis Prabowo-Gibran Lewat Diskusi https://t.co/0xhnCg5G4v,2025-01-23 05:46:40+00:00,kaggle
Dukung Program Prabowo Gekrafs Sumsel Bagikan Makan Siang Gratis baca selengkapnya di https://t.co/JJZQRZpWxd https://t.co/QHbJULJCq0,2025-01-23 06:21:40+00:00,kaggle
@dinulfadli_ Makan siang gratis,2025-01-23 06:41:00+00:00,kaggle
Hasil Survei Litbang Kompas: 66 8 % Publik Puas dengan Program Makan Bergizi Gratis Prabowo-Gibran https://t.co/a6JlCwkiI0,2025-01-23 06:45:00+00:00,kaggle
Jika sebagian anak-anak sekolah sedang menikmati program makan siang gratis @prabowo - @gibran_tweet tidak demikian dengan anak-anak di SD 12 Laeya Desa Torobulu Konawe Selatan Sulawesi Tenggara. Mereka justru sedang berhadapan dengan raungan alat berat perusahaan tambang https://t.co/jUAxtvzppD,2025-01-23 06:58:30+00:00,kaggle
@musksigit Belanja utk Makan Siang Gratis ajach kata mak lampir dah kagak cukup duitnya kagak ada duitnya emang manajemen bebal dungu @prabowo duit dirampok adem ayem kagak ada duit tingga buka hutang baru gadai nama bangsa jual lendir ibu pertiwi sampai tetes terakhir https://t.co/Szgf0pmE9F,2025-01-23 07:03:30+00:00,kaggle
@Mindra_AZ @ahmad_bellamy @Gerindra @prabowo @mulanbilqis @__AnakKolong @KangManto123 @_memoryusang @Anak__Ogi @AntoniusCDN @Bambangmulyonoo @03__nakula @Abe_Mukti Simpel.. Jan Ethes Lembah Manah dan ponakan²nya @gibran_tweet nguntal juga MBG modelan gini disekolah mereka??? Seraya dulu koar² puji² program makan siang gratis.! Kalau kamu bisa jawab 'yes' berarti MBG adalah program bagus dan layak untuk seluruh anak² di Indonesia..,2025-01-23 07:11:57+00:00,kaggle
@CNNIndonesia Bayangkan dana segitu disumbangin ke Prabowo buat makan siang gratis wkwk,2025-01-23 08:02:05+00:00,kaggle
@prabowo @Gerindra @sjafriesjams @habiburokhman @andre_rosiade @fadlizon @ListyoSigitP @bang_dasco @TitiekSoeharto Bagus ini pak. Perbaiki fasilitas n infrastruktur sekolah bangun merata di tiap daerah. Terapkan zonasi. Krn zonasi bagus agar anak org kaya anak pintar anak berprestasi tidak ngumpul di satu-dua sekolah. Perbaiki kualitas makan siang gratis. Indonesia akan semakin baik.,2025-01-23 08:15:02+00:00,kaggle
@BANGSAygSUJUD @prabowo @99propaganda @are_inismyname @DarekaRendy @florieliciouss @hasanudinsajid @Kimberley_PS08 @Ndons_Back @SingaPatriot @mpoklela7 @bitCarli77 Jepang sudah melaksanakan Makan Siang di Sekolah lebih dari 100 tahun. Makan Siang Gratis diberikan untuk siswa yg tidak mampu. Beda dgn Indonesia yg kaya seluruh siswa gratis termasuk yg mampu. Padahal masi banyak keluarga yg tidak bisa makan seperti keluarga adik ini.,2025-01-23 09:03:16+00:00,kaggle
@ahmad_bellamy @Gerindra @prabowo @mulanbilqis @__AnakKolong @KangManto123 @_memoryusang @Anak__Ogi @AntoniusCDN @Bambangmulyonoo @03__nakula @Abe_Mukti Kalo kita makan makanan seperti ini apakah menghindarkan kita dari stunting teman teman?,2025-01-23 09:05:49+00:00,kaggle
@BANGSAygSUJUD @prabowo @99propaganda @are_inismyname @DarekaRendy @florieliciouss @hasanudinsajid @Kimberley_PS08 @Ndons_Back @SingaPatriot @mpoklela7 @bitCarli77 NARASI PEMBODOHAN‼ Banding-bandingkan dan puja-puji program makan siang di Jepang ampun dehh Program school lunch di Jepang itu TIDAK GRATIS tapi BAYAR ‼ Sebulan ortu siswa bayar Rp452.000-Rp514.000 (data th. 2018). Bisa jadi sekarang biaya yg dibayar di atas itu. https://t.co/cWyeV71vOC,2025-01-23 09:15:27+00:00,kaggle
Ngakak jir... Prabowo pagar laut gibran makan siang gratis ariel tatum gunung gede korupsi pejabat jokowi presiden,2025-01-23 09:37:38+00:00,kaggle
@BANGSAygSUJUD @prabowo @99propaganda @are_inismyname @DarekaRendy @florieliciouss @hasanudinsajid @Kimberley_PS08 @Ndons_Back @SingaPatriot @mpoklela7 @bitCarli77 Kalau di negara lain makan siang gratis itu terkait dengan sistim pembelajaran full day school kalau disini makan siang gratis hanya sekedar urusan perut!,2025-01-23 10:25:04+00:00,kaggle
Kepala Kantor Komunikasi Presiden Hasan Nasbi mengungkapkan bahwa Makan Bergizi Gratis (MBG) telah menjadi salah satu program strategis. #prabowo #gibran #pemerintah #indonesia #indonesiamaju #menujuindonesiamaju #dekade08 https://t.co/EJzstflwxw,2025-01-23 10:48:14+00:00,kaggle
Makan Bergizi Gratis (MBG) bangkitkan perekonomian daerah.Program MBG turut melibatkan potensi lokal dg memberdayakan petani pedagang dan UMKM di daerah.Dari sisi ekonomi bahan baku lokal menjadi elemen utama dlm penyediaan makanan bergizi melalui Satuan Pelayanan Pemenuhan Gizi https://t.co/8z29JGABso,2025-01-23 11:23:11+00:00,kaggle
@vanc1Bozz @prabowo Tenang2 mereka bakal dapat makan siang gratis,2025-01-23 11:48:52+00:00,kaggle
@AntoniusCDN @prabowo Makan siang gratis buat anak sekolah aja,2025-01-23 11:50:50+00:00,kaggle
@DokterTifa @prabowo Belum melihat kepemimpinan yg punya visi level negara dan action yg jelas.. semua orang terlalu sibuk dgn urusan receh makan siang gratis.. hukum korupsi rasa keadilan rakyat dll masih sebatas omon2,2025-01-23 12:20:33+00:00,kaggle
@magerbngt Ide makan siang gratis nih ndut @prabowo,2025-01-23 13:41:58+00:00,kaggle
@vanc1Bozz @prabowo Dari pada dana zakat buat infrastruktur dan program makan siang gratis. Mending buat ngebantu yang kaya gini,2025-01-23 13:43:26+00:00,kaggle
@ahmad_bellamy @Gerindra @prabowo @mulanbilqis @__AnakKolong @KangManto123 @_memoryusang @Anak__Ogi @AntoniusCDN @Bambangmulyonoo @03__nakula @Abe_Mukti Noh ini juga 10rb sebanyak gini anjir si warteg pinggir jalan. Ga habis pikir sa sekolahan yg ngasih makan siang gratis tapi porsinya kayaau ngasih makan napi https://t.co/scFHw6HT3r,2025-01-23 13:57:35+00:00,kaggle
@BANGSAygSUJUD @prabowo @99propaganda @are_inismyname @DarekaRendy @florieliciouss @hasanudinsajid @Kimberley_PS08 @Ndons_Back @SingaPatriot @mpoklela7 @bitCarli77 Makan siang di Jepang tidak gratis bos orang tua mereka bayar tapi murah. Lagian di jepang anak sekolah jam 8 pagi sampai jam 3 sore jadi maksn siang di sekolah.,2025-01-23 14:47:46+00:00,kaggle
@ahmad_bellamy @Gerindra @prabowo @mulanbilqis @__AnakKolong @KangManto123 @_memoryusang @Anak__Ogi @AntoniusCDN @Bambangmulyonoo @03__nakula @Abe_Mukti Penasaran juga kalau menu begini vendor kena palak dan bayar upeti nggak untuk jadi supplier program makan siang gratis ....???,2025-01-23 15:15:32+00:00,kaggle
Bukan carat tp lucu bgt wkwkwkwk malu bgt amjir gibran ama makan gratis udh go internesyenel (in a bad way) https://t.co/i1QXyt9AKM,2025-01-23 15:31:21+00:00,kaggle
@feetgoodman woi prabowo mutual gua perlu makan siang gratis juga,2025-01-23 15:35:04+00:00,kaggle
@susipudjiastuti @prabowo @Abe_Mukti Ngapain kasih gaji guru layak? Mending bayar DC dan BNSR buat kawal makan siang gratis,2025-01-23 15:52:03+00:00,kaggle
@ahmad_bellamy @Gerindra @prabowo @mulanbilqis @__AnakKolong @KangManto123 @_memoryusang @Anak__Ogi @AntoniusCDN @Bambangmulyonoo @03__nakula @Abe_Mukti Lebih jangan ada makan siang gratis lagi si lebih baik serba bayar bukan nya apa banyak protesnya banyak dipermaslahkan banyak ini itu apa susahnya menerima apa susahnya bersyukur lihat postingan perasaan itu Mulu bosen saya dimana mana ada permasalahanya,2025-01-23 17:02:46+00:00,kaggle
@susipudjiastuti @prabowo @Abe_Mukti Daripada makan siang gratis kenapa ga utamakan dulu gaji guru² ini atau ga jalan bareng,2025-01-23 17:53:24+00:00,kaggle
@tempodotco GIBRAN MAKAN SIANG GRATIS JADI WAPRES,2025-01-23 19:06:04+00:00,kaggle
@ahmad_bellamy @Gerindra @prabowo @mulanbilqis @__AnakKolong @KangManto123 @_memoryusang @Anak__Ogi @AntoniusCDN @Bambangmulyonoo @03__nakula @Abe_Mukti Klo nama programnya Makan siang gratis msih wajar sih tpi diubah jadi makan bergizi gratis dan modelannya kek gitu gizinya seberapa cuk,2025-01-23 22:14:06+00:00,kaggle
@prabowo sman 10 bdg kapan makan siang gratis pak pls fomo bgt pak,2025-01-23 23:22:47+00:00,kaggle
@BANGSAygSUJUD @prabowo @99propaganda @are_inismyname @DarekaRendy @florieliciouss @hasanudinsajid @Kimberley_PS08 @Ndons_Back @SingaPatriot @mpoklela7 @bitCarli77 Buat SDM2 RENDAH yg masih ngatain makan siang gratis eh AJG nggk semua org tuh beruntung contohnya ini masih di bawa setengah buat drumah coba lebih bersyukur jadi manusia jangan nuntut Bae kerjaan Lo pada!!!!,2025-01-23 23:36:40+00:00,kaggle
Besok jumpa gibran ya coba kau kasih la makan gratis tu ke gibran kesian dia,2025-01-23 23:43:04+00:00,kaggle
100 Hari Kerja Gibran: Blusukan Bagi Bansos Cek Makan Bergizi Gratis Bikin Lapor Mas Wapres https://t.co/Ogezpg9L10,2025-01-24 00:00:00+00:00,kaggle
@susipudjiastuti @prabowo @Abe_Mukti Ini Madrasah berarti @Kemenag_RI,2025-01-24 00:27:12+00:00,kaggle
@susipudjiastuti @prabowo @Abe_Mukti @Kemenag_RI @PendisKemenag,2025-01-24 00:27:45+00:00,kaggle
@ahmad_bellamy @Gerindra @prabowo @mulanbilqis @__AnakKolong @KangManto123 @_memoryusang @Anak__Ogi @AntoniusCDN @Bambangmulyonoo @03__nakula @Abe_Mukti Para buzzer akan berkata ini kan makan bergizi gratis bukan makan enak gratis coba dong para pejabat n buzzer makan menu yg sama jg pgn tau responnya khusunya para pejabat n kepala daerah jg tiap hari dpt menu yg sama ye gak @gibran_tweet @prabowo,2025-01-24 00:36:26+00:00,kaggle
Masih lebih pentingkah program makan siang gratis (yang dananya banyak dikorupsi) daripada untuk urgensi pendidikan baik itu menaikkan gaji guru dan meningkatkan fasilitas @prabowo . Apakah lebih penting perut kenyang daripada otak pintar? ‍‍,2025-01-24 00:53:53+00:00,kaggle
Pemerintah Provinsi Bali menyiapkan alokasi dana sebesar Rp 50 miliar untuk mendukung program makan bergizi gratis (MBG) menyusul pelibatan daerah dalam pelaksanaan program yang dijanjikan Prabowo-Gibran ini. https://t.co/T9XLSz9AnP,2025-01-24 01:32:15+00:00,kaggle
Usai Keracunan Massal Makan Bergizi Gratis MBG Diplesetkan Jadi Makan Beracun Gratis #aniesbaswedan #gubernurjakarta #prabowo #jakarta #politik #demokrasi #ridwankamil #menkeu #gibran #jokowi #menteri #bumn #dharmapongrekun #dpr #korupsi #viralpost #menkes #makansianggratis https://t.co/ASTZTOe6Hp,2025-01-24 03:23:11+00:00,kaggle
Sikap Rendah Hati Jangan Ucapkan Terima Kasih kepada Saya Program Makan Siang Gratis Adalah Kewajiban Kami #aniesbaswedan #prabowo #dprri #jawatimur #jawabarat #pilpres2024 #presiden2024 #guru #jakarta #jawatengah #politikindonesia #beritaterkini #viralvideos #dharmapongrekun https://t.co/AxvGIcvQ1I,2025-01-24 03:25:48+00:00,kaggle
@BANGSAygSUJUD @prabowo @99propaganda @are_inismyname @DarekaRendy @florieliciouss @hasanudinsajid @Kimberley_PS08 @Ndons_Back @SingaPatriot @mpoklela7 @bitCarli77 target makan siang gratis harusnya program sementara sambil minggu program into untuk memberikan peluang kerja yg besar sehingga ga makan yg gratis tapi maan layak aeluruh keluarga dengan 3x sehari,2025-01-24 03:27:06+00:00,kaggle
@ahmad_bellamy @giojen_bigwin @Gerindra @prabowo @mulanbilqis @__AnakKolong @KangManto123 @_memoryusang @Anak__Ogi @AntoniusCDN @Bambangmulyonoo @03__nakula @Abe_Mukti Yg dievaluasi harusnya itu program makan siang gratis.,2025-01-24 03:35:19+00:00,kaggle
@Tan_Mar3M Ada aja alesannya @prabowo @jokowi @gibran_tweet. Alesan yang nggak nyambung mirip alesannya buzzer kalian Si Squidward Dagu Lancip yg kemarin itu. Masa iya Makan (sisa) gratis dibandingin sama steak 6 juta.,2025-01-24 03:35:43+00:00,kaggle
@BANGSAygSUJUD @prabowo @99propaganda @are_inismyname @DarekaRendy @florieliciouss @hasanudinsajid @Kimberley_PS08 @Ndons_Back @SingaPatriot @mpoklela7 @bitCarli77 Teruslah eksploitasi kemiskinan... supaya seolah-olah makan siang gratis akan menjadi solusi bagi rakyat miskin. Opini yg menyesatkan.... kalau pemerintah peduli coba kontrol harga sembako... bukan terus menerus mengeksploitasi kemiskinan untuk pembenaran pemerintah sekarang.,2025-01-24 04:32:15+00:00,kaggle
Wakil Presiden RI Gibran Rakabuming Raka memastikan pelaksanaan Makan Begizi Gratis yang diselenggarakan oleh TNI AL di SMA Hang Tuah 1 Jakarta Komplek Seskoal Cipulir Jakarta Selatan. Rabu (22/1). Kedatangan Wapres RI pada inspeksinya disambut oleh Komandan Sekolah Staf https://t.co/pKw98QZIyK,2025-01-24 05:26:22+00:00,kaggle
Selamat hari jumat sobat laut Di Siang ini yuk kita baca info menarik terkait penanganan sampah dari program Makan Bergizi Gratis #mbz #prabowo #wastemanagement https://t.co/o8PDaeFI8X,2025-01-24 06:53:50+00:00,kaggle
@kegblgnunfaedh Beras di jidatnya sisa makan siang gratis kh? @prabowo,2025-01-24 07:02:15+00:00,kaggle
mending ini apa makan gratis dari gibran? https://t.co/urYSPEl34E,2025-01-24 07:04:08+00:00,kaggle
Setiap ada orang sotoy kaga jelas memberikan opini dan nyalahin nanon or nyalahin pawat perkara ended cp work gibran mundur ngasi makan gratis ke anak sd,2025-01-24 08:47:05+00:00,kaggle
@gibran_tweet woyyy makan gratis nyaa manaa woyyy,2025-01-24 08:59:35+00:00,kaggle
@__mysunmystar Ngakak yg ditawarin Gibran plus makan gratis tetep ngga mau soalnya anak SD aja ngga mau.,2025-01-24 09:19:35+00:00,kaggle
Wakil Presiden (Wapres) Gibran Rakabuming Raka meninjau pelaksanaan program makan bergizi gratis (MBG) di SMK Ki Hajar Dewantoro Tangerang Banten. Kedatangannya disambut hangat oleh ratusan siswa yang antusias mengikuti program unggulan pemerintah tersebut. #wapresgibran https://t.co/YOLj0XDhJ2,2025-01-24 10:05:25+00:00,kaggle
1. Mengawal arahan Presiden Prabowo Subianto untuk menekankan pentingnya memperkuat sinergi antara pemerintah pusat dan daerah dalam pelaksanaan program Makan Bergizi Gratis (MBG) Wakil Presiden (Wapres) Gibran Rakabuming meninjau langsung pelaksanaan program MBG di SMP SMA https://t.co/lN1HMegDbN,2025-01-24 10:24:16+00:00,kaggle
LSI Denny JA merilis hasil penilaian masyarakat tentang 100 hari kerja Prabowo-Gibran. Makan Bergizi Gratis jadi program teratas yang dapat reaksi positif. https://t.co/U5iTBTqzBX,2025-01-24 12:02:00+00:00,kaggle
PROGRAM Makan Bergizi Gratis Rehabilitasi dan Renovasi Sekolah serta Swasembada Pangan terpilih menjadi Top 3 Program Prabowo-Gibran dengan skor positif paling tinggi. https://t.co/3i2nSnFXTc,2025-01-24 12:50:41+00:00,kaggle
Penjabat (Pj) Gubernur Banten A Damenta mendampingi Wakil Presiden RI Gibran Rakabuming Raka meninjau pelaksanaan program Makan Bergizi Gratis (MBG) di SMP dan SMK Ki Hajar Dewantara di Kecamatan Pinang Kota Tangerang Jumat (24/1/2025). https://t.co/GN3AUAbV3P,2025-01-24 13:13:02+00:00,kaggle
@hnirankara Gibran jadi Wapres hasil dari Makan siang Gratis,2025-01-24 13:17:48+00:00,kaggle
@TOM5helby tugas gibran cuma ke kampus kampus untuk liat menu makan bergizi gratis https://t.co/U7usgtuT6E,2025-01-24 13:26:58+00:00,kaggle
Makin banyak lagi pgangguran karena PHK prusahaan bangkrut diera @prabowo @Gerindra karena tak serius tegas Bekerja demi rakyat makan susu gratis yg tidaklah penting tak bisa selamatkan ekonomi rakyat Rakyat butuh pekerjaan bukan makan gratis demi beri kerjaan ke wapres Gibran https://t.co/QpY508igXP,2025-01-24 14:28:48+00:00,kaggle
Wakil Presiden Gibran Rakabuming Raka meninjau langsung pelaksanaan program Makan Siang Gratis (MBG) di SMP SMA SMK dan SMK 2 Ki Hajar Dewantoro yang berada di dalam satu komplek sekolah di Tangerang Banten Jumat. https://t.co/6D1kQ8ALnt,2025-01-24 14:54:31+00:00,kaggle
@versacevouz @theevedelta @dspringsnow @realfedinuril Bener sampe jokes soal gibran makan siang gratis aja paham. Kita mana tau raja/sultan Malaysia namanya siapa,2025-01-24 17:40:07+00:00,kaggle
LSI Denny JA: Makan Bergizi Gratis Peringkat 1 Program 100 Hari Kerja Prabowo-Gibran https://t.co/F3ETRpxQq8,2025-01-25 02:20:00+00:00,kaggle
Wakil Presiden Gibran Tinjau Program Makan Bergizi Gratis di SMP Ki Hajar Dewantoro Kota Tangerang Informasi Selengkapnya: https://t.co/suNsUSDvhk,2025-01-25 02:26:51+00:00,kaggle
Alternatif makan gratis bergizi daerah karesidenan Surakarta bisa dg NASI TIWOEL @gibran_tweet @prabowo https://t.co/JGzuWNV6f7,2025-01-25 04:14:38+00:00,kaggle
100 Hari Prabowo-Gibran LSI Denny JA: Makan Bergizi Gratis Jadi Program Paling Positif https://t.co/v2Uf8Szjzh,2025-01-25 08:00:01+00:00,kaggle
Percaya Mana: Kepuasan 100 Hari Pemerintahan Prabowo Survei Kompas 80 9% Atau Celios Kepuasan 5 dan Gibran Hanya 2? Bila hanya rakyat puas karena dapat bansos dan makan gratis silahkan percaya hasil suveri litbang kompas? https://t.co/AlckcEvaNZ https://t.co/GHrevvVlUi,2025-01-25 08:29:05+00:00,kaggle
Selamat hari gizi nasional 2025. Semoga pelaksanaan program Makan Bergizi Gratis kabinet Presiden Prabowo dan Wapres Gibran bisa optimal tepat sasaran dan tidak menjadi ajang korupsi.,2025-01-25 08:41:23+00:00,kaggle
@KangManto123 Sate kecoa juga bergizi Kang Gibran Manto menghemat biaya makan siang gratis,2025-01-25 09:07:06+00:00,kaggle
